source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
inverse_q_analog_jet_atlas:eq:p-large-q-inverse,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,935,eq:p-large-q-inverse,theorem,\statusproved\ First large-base inverse terms,Base inversion at \(q=\pm\infty\),Finite \(q\)-Pochhammer products / Base inversion at \(q=\pm\infty\) / Reciprocal factorization,yes,fp-base-infinity,human-proved frontier result,,,Strengthened from two terms to a convergent all-order Lagrange expansion on every reciprocal-base sheet.
inverse_q_analog_jet_atlas:eq:alpha-derivatives,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,983,eq:alpha-derivatives,theorem,\statusproved\ All order derivatives,"Order inversion, multiple arguments, and mixed recovery","Finite \(q\)-Pochhammer products / Order inversion, multiple arguments, and mixed recovery / Complex order",yes,,not applicable,,,The complex-order interpolation and its derivative hierarchy were omitted from the canonical family list; no exact canonical order-inversion assertion survives.
inverse_q_analog_jet_atlas:eq:infinite-zero-derivative,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1110,eq:infinite-zero-derivative,theorem,\statusproved\ Exact derivative at every infinite-product zero,Argument inversion for \((a;q)_\infty\),The infinite product and complex-order limits / Argument inversion for \((a;q)_\infty\) / All zero branches,yes,thm:ip-real-atlas,human-proved frontier result,,,"Retained exactly as the infinite-product zero derivative and leading inverse germ, inside the complete real sheet atlas."
inverse_q_analog_jet_atlas:eq:infinite-q1-forward,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1190,eq:infinite-q1-forward,theorem,\statusproved\ McIntosh-type logarithmic expansion,Base inversion for the infinite product,The infinite product and complex-order limits / Base inversion for the infinite product / Fixed argument and the essential singularity at \(q=1\),yes,thm:ip-fixed-a-expansion,human-proved frontier result,,,Retained with closed-sector and compact-parameter uniformity plus a complete head-tail remainder argument.
inverse_q_analog_jet_atlas:eq:double-scaling-five,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1264,eq:double-scaling-five,theorem,\statusproved\ Five-term fixed-target inverse,The fixed-target double-scaling inverse at \(q=1\),The infinite product and complex-order limits / The fixed-target double-scaling inverse at \(q=1\) / Explicit expansion,yes,thm:ip-double-scaling,human-proved frontier result,,,Strengthened to an all-order fixed-target inverse with a proved recurrence; the archived finite list is treated as a specialization and cross-check.
inverse_q_analog_jet_atlas:unlabelled-algorithm-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1296,,algorithm,Arbitrary-order double-scaling coefficients,The fixed-target double-scaling inverse at \(q=1\),The infinite product and complex-order limits / The fixed-target double-scaling inverse at \(q=1\) / Explicit expansion,no,thm:ip-double-scaling,not applicable,,,The finite symbolic procedure is absorbed into the proof and recurrence of the all-order double-scaling theorem; an algorithm is not assigned a proof status.
inverse_q_analog_jet_atlas:eq:gaussian-q0-inverse,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1396,eq:gaussian-q0-inverse,theorem,\statusproved\ Gaussian inverse at \(q=0\),Gaussian base inversion near \(q=0\) and \(q=1\),Gaussian coefficients and palindromic \(q\)-polynomials / Gaussian base inversion near \(q=0\) and \(q=1\) / Restricted partitions at zero base,yes,thm:gq-zero-inverse,human-proved frontier result,,,Retained and strengthened to arbitrary order with exact rectangle-partition input.
inverse_q_analog_jet_atlas:eq:gaussian-q1-forward,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1434,eq:gaussian-q1-forward,theorem,\statusproved\ Complete Gaussian logarithmic jet,Gaussian base inversion near \(q=0\) and \(q=1\),Gaussian coefficients and palindromic \(q\)-polynomials / Gaussian base inversion near \(q=0\) and \(q=1\) / Bernoulli cumulants at unit base,yes,thm:gq-one-log,human-proved frontier result,,,Retained as the complete Bernoulli logarithmic expansion at q=1.
inverse_q_analog_jet_atlas:eq:gaussian-q1-inverse,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1452,eq:gaussian-q1-inverse,corollary,\statusproved\ Gaussian base inverse at \(q=1\),Gaussian base inversion near \(q=0\) and \(q=1\),Gaussian coefficients and palindromic \(q\)-polynomials / Gaussian base inversion near \(q=0\) and \(q=1\) / Bernoulli cumulants at unit base,yes,cor:gq-one-inverse,human-proved frontier result,,,Retained as the ordinary base inverse derived from the complete logarithmic expansion.
inverse_q_analog_jet_atlas:unlabelled-theorem-015,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1494,,theorem,\statusproved\ Global two-branch inverse,The centered-palindromic inverse theorem,Gaussian coefficients and palindromic \(q\)-polynomials / The centered-palindromic inverse theorem / A universal probabilistic normalization,yes,thm:gq-centered-palindromic,human-proved frontier result,,,Retained with corrected hypotheses: nonzero equal endpoint coefficients and positivity are made explicit before the global two-branch conclusion.
inverse_q_analog_jet_atlas:eq:centered-puiseux,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1531,eq:centered-puiseux,theorem,\statusproved\ Centered inverse through order \(u^{5/2}\),The centered-palindromic inverse theorem,Gaussian coefficients and palindromic \(q\)-polynomials / The centered-palindromic inverse theorem / Cumulant Puiseux series,yes,prop:gq-centered-puiseux,human-proved frontier result,,,"Retained as the centered cumulant inverse through u^(5/2), with coefficient normalization fixed."
inverse_q_analog_jet_atlas:unlabelled-theorem-017,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1579,,theorem,\statusproved\ Gaussian polynomials are square-free,Roots of unity and the square-free Gaussian covering,Gaussian coefficients and palindromic \(q\)-polynomials / Roots of unity and the square-free Gaussian covering / Cyclotomic factorization,yes,thm:gq-square-free,human-proved frontier result,,,Retained with a complete carry proof that every Gaussian cyclotomic exponent is zero or one.
inverse_q_analog_jet_atlas:eq:gaussian-minus-one-derivative,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1623,eq:gaussian-minus-one-derivative,theorem,\statusproved\ Exact derivative of the alternating zero,Roots of unity and the square-free Gaussian covering,Gaussian coefficients and palindromic \(q\)-polynomials / Roots of unity and the square-free Gaussian covering / The alternating base,yes,prop:gq-minus-one,Lean-proved,GaussianBinomialAtNegOne;QBinomialReciprocity;GaussianBinomialAtNegOneDerivative,gaussianBinomial_neg_one_even_even;gaussianBinomial_neg_one_odd_even;gaussianBinomial_neg_one_odd_odd;gaussianBinomial_neg_one_even_odd_eq_zero;gaussianBinomial_derivative_eval_neg_one_even_odd,Retained in the complete minus-one value and derivative proposition.
inverse_q_analog_jet_atlas:eq:gaussian-large-q,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1676,eq:gaussian-large-q,theorem,\statusproved\ Large-target Gaussian inverse,Large base and reciprocal Gaussian branches,Gaussian coefficients and palindromic \(q\)-polynomials / Large base and reciprocal Gaussian branches / Reciprocity,yes,thm:gq-large-inverse,human-proved frontier result,,,Retained after correcting the archived Y^(-2) coefficient by direct reciprocal reversion; the canonical theorem gives the checked expansion.
inverse_q_analog_jet_atlas:unlabelled-theorem-020,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1720,,theorem,\statusproved\ Parameter branch geometry,Continuous upper and lower parameters; q-multinomials,Gaussian coefficients and palindromic \(q\)-polynomials / Continuous upper and lower parameters; q-multinomials / q-gamma interpolation of the Gaussian coefficient,yes,,not applicable,,,The continuously interpolated Gaussian parameter geometry was not retained as a standalone theorem; the source used an interpolation outside the canonical Gaussian chapter.
inverse_q_analog_jet_atlas:eq:carry-count,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1768,eq:carry-count,theorem,\statusproved\ Residue-carry ramification,Continuous upper and lower parameters; q-multinomials,Gaussian coefficients and palindromic \(q\)-polynomials / Continuous upper and lower parameters; q-multinomials / q-multinomial cyclotomic carry theorem,yes,thm:qm-carry,human-proved frontier result,,,Retained and generalized as the multinomial cyclotomic carry theorem with exact ramification.
inverse_q_analog_jet_atlas:eq:qfactorial-minus-one,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1880,eq:qfactorial-minus-one,theorem,\statusproved\ Exact alternating ramification of q-factorials,q-numbers and q-factorials,Other principal \(q\)-analogs / q-numbers and q-factorials / q-factorials at the distinguished bases,yes,thm:qs-qfactorial-root,human-proved frontier result,,,"Strengthened from q=-1 to every primitive root of unity, with exact vanishing order."
inverse_q_analog_jet_atlas:eq:qgamma-expansion,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,1961,eq:qgamma-expansion,theorem,\statusproved\ q-gamma expansion and odd-power cancellation,q-gamma and q-digamma inverse jets,Other principal \(q\)-analogs / q-gamma and q-digamma inverse jets / All-order algebraic expansion at \(q=1\),yes,thm:qs-qgamma-one,human-proved frontier result,,,Retained as the all-order q-to-one expansion with the odd-power cancellation proved uniformly.
inverse_q_analog_jet_atlas:eq:qbeta-critical-b2,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2098,eq:qbeta-critical-b2,theorem,\statusproved\ Type change of the q-beta base inverse,q-beta: coordinate inverses and a critical base curve,Other principal \(q\)-analogs / q-beta: coordinate inverses and a critical base curve / Base expansion and the curve \(xy=1\),yes,thm:qs-qbeta,human-proved frontier result,,,Retained with the full ordinary-versus-fold base classification and the constant unidentifiable point.
inverse_q_analog_jet_atlas:unlabelled-theorem-025,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2262,,theorem,\statusproved\ Every even cumulant identifies the geometric base,An effective geometric base for the Rvachev infinite sinc product,"Fabius--Rvachev synthesis, algorithms, and frontiers / An effective geometric base for the Rvachev infinite sinc product / Cumulants and a globally identifiable base",yes,thm:fr-cumulant-recovery,human-proved frontier result,,,"Retained and strengthened to the exact formula for every cumulant, strict monotonicity, unique recovery, and both endpoint inverses."
inverse_q_analog_jet_atlas:unlabelled-conjecture-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2422,,conjecture,Generic symmetric monodromy,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Algebraic monodromy of finite base inverses",no,,not applicable,,,Retired rather than merged with the canonical finite-product conjecture: this is a base-variable monodromy claim with an unspecified degree and exceptional locus.
inverse_q_analog_jet_atlas:unlabelled-conjecture-002,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2441,,conjecture,Generic normal crossings of critical-value collisions,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Secondary discriminants and collision normal forms",no,,not applicable,,,"The normal-crossing claim was not retained because the secondary discriminant, parameter space, and transversality conditions were not specified sufficiently for a falsifiable assertion."
inverse_q_analog_jet_atlas:unlabelled-conjecture-003,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2457,,conjecture,Sectorial Borel summability,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Resurgence of \(q\to1\) inverse jets",no,conj:cyclotomic-resurgent-inverse,conjecture,,,Narrowed to a precise fixed-argument cyclotomic Pochhammer resurgence conjecture; the broader q-gamma and q-beta Borel claims are not retained.
inverse_q_analog_jet_atlas:unlabelled-researchproblem-001,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2476,,researchproblem,,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Global q-beta critical surfaces",no,,not applicable,,,The global q-beta critical-surface program is not a single canonical assertion; the volume retains only the proved local q=1 type change.
inverse_q_analog_jet_atlas:unlabelled-conjecture-004,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2496,,conjecture,Generic \(A_{m-1}\) unfolding,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Root-of-unity universality for multinomial inverses",no,,not applicable,,,Retired as under-specified: the deformation parameters and versality map needed for an A_(m-1) assertion were not fixed.
inverse_q_analog_jet_atlas:unlabelled-researchproblem-002,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2511,,researchproblem,,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Coefficient arithmetic of the double-scaling inverse",no,,not applicable,,,"The coefficient-arithmetic request is an exploratory program, not a retained assertion; the coefficients remain generated by the proved recurrence."
inverse_q_analog_jet_atlas:unlabelled-researchproblem-003,inverse_q_analog_jet_atlas,inverse_q_analog_jet_atlas/inverse_q_analog_jet_atlas.tex,2524,,researchproblem,,Conjectures and research directions,"Fabius--Rvachev synthesis, algorithms, and frontiers / Conjectures and research directions / Fabius--Rvachev inverse consistency",no,,not applicable,,,"No canonical assertion survives because the perturbed digit law, deformation class, observation model, and conditioning metric were left unspecified."
inverse_q_analogs_extended_report:unlabelled-definition-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,285,,definition,Partial inverse branch,"Inverse problems, sheets, and identifiability","A general calculus of parameter-wise inversion / Inverse problems, sheets, and identifiability / One scalar equation does not recover every parameter",no,def:uq-partial-inverse,not applicable,,,Merged into the canonical partial-inverse definition.
inverse_q_analogs_extended_report:unlabelled-principle-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,309,,principle,Branch data are part of the answer,"Inverse problems, sheets, and identifiability","A general calculus of parameter-wise inversion / Inverse problems, sheets, and identifiability / Real branches and complex coverings",no,def:uq-partial-inverse,not applicable,,,The editorial principle is enforced by the canonical definition and notation rules; it is not itself assigned a theorem status.
inverse_q_analogs_extended_report:unlabelled-theorem-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,324,,theorem,\statusproved\ Local identifiability,"Inverse problems, sheets, and identifiability","A general calculus of parameter-wise inversion / Inverse problems, sheets, and identifiability / Jacobian identifiability",yes,thm:uq-multivariate-triangular-inverse,human-proved frontier result,,,"Retained and strengthened: the canonical theorem gives the total-degree formal inverse, analytic convergence under a nonsingular Jacobian, and the inverse-Jacobian formula."
inverse_q_analogs_extended_report:unlabelled-theorem-002,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,377,,theorem,\statusproved\ Bell-polynomial recursion,Regular analytic reversion,A general calculus of parameter-wise inversion / Regular analytic reversion / The scalar inverse jet,yes,thm:uq-bell-inverse-recursion,human-proved frontier result,,,Retained with corrected factorial conventions and a triangular proof over a commutative Q-algebra.
inverse_q_analogs_extended_report:unlabelled-proposition-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,448,,proposition,\statusproved\ First and second inverse sensitivities,Regular analytic reversion,A general calculus of parameter-wise inversion / Regular analytic reversion / Auxiliary-parameter derivatives,yes,thm:uq-inverse-sensitivities,human-proved frontier result,,,Retained exactly in scope and notation as all first and second inverse sensitivities.
inverse_q_analogs_extended_report:unlabelled-theorem-003,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,498,,theorem,\statusproved\ Fold normal form,Singular inversion and asymptotic reversion,A general calculus of parameter-wise inversion / Singular inversion and asymptotic reversion / Simple folds and Puiseux coefficients,yes,cor:uq-fold-jet,human-proved frontier result,,,Retained as the universal fold jet; the canonical normalization makes the sheet signs and coefficient convention explicit.
inverse_q_analogs_extended_report:unlabelled-theorem-004,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,599,,theorem,\statusproved\ Global positive inverse,A universal theory for positive and palindromic \texorpdfstring{\(q\),A general calculus of parameter-wise inversion / A universal theory for positive and palindromic \texorpdfstring{\(q\) / Positive-base inversion,yes,thm:gq-positive-inverse,human-proved frontier result,,,The useful Gaussian specialization is retained and proved; the broader positive-polynomial statement is absorbed into that proof rather than repeated as a separate theorem.
inverse_q_analogs_extended_report:unlabelled-theorem-005,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,637,,theorem,\statusproved\ Palindromic reduction,A universal theory for positive and palindromic \texorpdfstring{\(q\),A general calculus of parameter-wise inversion / A universal theory for positive and palindromic \texorpdfstring{\(q\) / Cumulant coordinates at \texorpdfstring{\(q=1\),yes,thm:gq-centered-palindromic,human-proved frontier result,,,"Corrected and strengthened: palindromy alone is insufficient, so the canonical theorem includes positivity and nonzero equal endpoint coefficients before asserting two real branches."
inverse_q_analogs_extended_report:thm:argument-all-order,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,738,thm:argument-all-order,theorem,\statusproved\ All-order argument inverse at one,Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / The inverse jet at \texorpdfstring{\(a=0\),yes,fp-unit-inverse,human-proved frontier result,,,Retained as the all-order finite-product argument inverse at the unit target.
inverse_q_analogs_extended_report:unlabelled-proposition-002,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,768,,proposition,\statusproved\ Zero-sheet expansion,Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / Local inverse at a simple zero,yes,fp-zero-normalization,human-proved frontier result,,,Retained with an exact closed form for the derivative at every simple zero.
inverse_q_analogs_extended_report:unlabelled-theorem-007,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,795,,theorem,\statusproved\ Cyclotomic argument ramification,Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / Colliding zeros at roots of unity,yes,fp-cyclotomic-argument,human-proved frontier result,,,Retained and strengthened to exact residue-class multiplicities and all Puiseux sheets.
inverse_q_analogs_extended_report:eq:even-critical-value,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,973,eq:even-critical-value,theorem,\statusproved\ Exact nonconstant critical parameter at \(q=-1\),Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / The complete \texorpdfstring{\(q=-1\),yes,fp-minus-one-criticality,human-proved frontier result,,,"Retained with exact values, second derivatives, folds, and the cubic exception."
inverse_q_analogs_extended_report:unlabelled-corollary-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1051,,corollary,\statusproved\ Morse interpretation,Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / The exceptional cubic is a Morse saddle in two parameters,no,fp-minus-one-morse,human-proved frontier result,,,Retained with a complete Hessian computation proving the full two-variable point is a Morse saddle.
inverse_q_analogs_extended_report:unlabelled-researchproblem-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1095,,researchproblem,,Finite \texorpdfstring{\(q\),Finite and infinite \texorpdfstring{\(q\) / Finite \texorpdfstring{\(q\) / Other roots of unity,no,,not applicable,,,The all-roots critical-parameter classification remains an open research program and was not converted into a canonical assertion.
inverse_q_analogs_extended_report:eq:order-inverse-exact,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1145,eq:order-inverse-exact,theorem,\statusproved\ Exact order inverse,Order inversion and simultaneous recovery for finite products,Finite and infinite \texorpdfstring{\(q\) / Order inversion and simultaneous recovery for finite products / Complex order and exact reduction to argument inversion,yes,,not applicable,,,The complex-order inverse was omitted from the canonical family list; no exact order-inverse assertion survives.
inverse_q_analogs_extended_report:eq:exact-aq-recovery,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1177,eq:exact-aq-recovery,theorem,\statusproved\ Two-parameter reconstruction,Order inversion and simultaneous recovery for finite products,Finite and infinite \texorpdfstring{\(q\) / Order inversion and simultaneous recovery for finite products / Exact recovery from consecutive products,no,,not applicable,,,The adjacent-order reconstruction identity was not retained; it concerns a multi-observation identification model outside the canonical theorem set.
inverse_q_analogs_extended_report:eq:qminus1-infinite-inverse,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1416,eq:qminus1-infinite-inverse,theorem,\statusproved\ Real radial inverse at \(-1\),The infinite product inverted in the base,Finite and infinite \texorpdfstring{\(q\) / The infinite product inverted in the base / Radial inversion at \texorpdfstring{\(q=-1\),yes,cor:ip-plus-minus-one,human-proved frontier result,,,Retained as the exact q=-1 specialization of the all-order radial cyclotomic inverse.
inverse_q_analogs_extended_report:eq:cyclotomic-forward,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1458,eq:cyclotomic-forward,theorem,\statusproved\ Radial cyclotomic inversion,The infinite product inverted in the base,Finite and infinite \texorpdfstring{\(q\) / The infinite product inverted in the base / A primitive-root inverse normal form,yes,thm:ip-radial-cyclotomic,human-proved frontier result,,,Retained and strengthened to every algebraic order with explicit uniformity and a recurrence for the inverse coefficients.
inverse_q_analogs_extended_report:unlabelled-conjecture-001,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1531,,conjecture,\statusconjectural\ Cyclotomic resurgent inverse,The infinite product inverted in the base,Finite and infinite \texorpdfstring{\(q\) / The infinite product inverted in the base / Stokes data and continuation paths,no,conj:cyclotomic-resurgent-inverse,conjecture,,,"Retained only after fixing the logarithm, compact parameter set, sector, Gevrey statement, Borel continuation, and inverse nondegeneracy clause."
inverse_q_analogs_extended_report:unlabelled-theorem-013,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1560,,theorem,\statusproved\ Unique positive Gaussian base,Gaussian coefficients inverted in the base,"Gaussian, multinomial, and parameter inverses / Gaussian coefficients inverted in the base / The global positive branch",no,thm:gq-positive-inverse,human-proved frontier result,,,Deduplicated into the global positive-base Gaussian inverse.
inverse_q_analogs_extended_report:eq:gaussian-minus-one-nonzero,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1659,eq:gaussian-minus-one-nonzero,theorem,\statusproved\ Gaussian inverse at \(-1\),Gaussian coefficients inverted in the base,"Gaussian, multinomial, and parameter inverses / Gaussian coefficients inverted in the base / The exact first inverse jets at \texorpdfstring{\(q=-1\)",yes,prop:gq-minus-one,Lean-proved,GaussianBinomialAtNegOne;QBinomialReciprocity;GaussianBinomialAtNegOneDerivative,gaussianBinomial_neg_one_even_even;gaussianBinomial_neg_one_odd_even;gaussianBinomial_neg_one_odd_odd;gaussianBinomial_neg_one_even_odd_eq_zero;gaussianBinomial_derivative_eval_neg_one_even_odd,"Retained as the complete parity-dependent value, derivative, and regular inverse at q=-1."
inverse_q_analogs_extended_report:unlabelled-corollary-002,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1710,,corollary,\statusproved\ Every forced cyclotomic zero is simple,Gaussian coefficients inverted in the base,"Gaussian, multinomial, and parameter inverses / Gaussian coefficients inverted in the base / Primitive roots of unity and carry geometry",yes,thm:gq-square-free,human-proved frontier result,,,Retained and strengthened to square-freeness of every Gaussian cyclotomic zero.
inverse_q_analogs_extended_report:unlabelled-conjecture-002,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1757,,conjecture,\statusconjectural\ Generic Gaussian monodromy,Gaussian coefficients inverted in the base,"Gaussian, multinomial, and parameter inverses / Gaussian coefficients inverted in the base / Complex critical values and monodromy",no,,not applicable,,,Retired as the source did not define the parameter space or the 'permitted' group; the canonical monodromy conjecture concerns finite Pochhammer argument inversion instead.
inverse_q_analogs_extended_report:unlabelled-theorem-015,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1801,,theorem,\statusproved\ Upper inverse for \(0<q<1\),Continuous upper and lower parameter inverses,"Gaussian, multinomial, and parameter inverses / Continuous upper and lower parameter inverses / Upper-parameter inversion",yes,,not applicable,,,The continuously interpolated upper-parameter Gaussian inverse was not retained as a standalone assertion.
inverse_q_analogs_extended_report:eq:lower-center-fold,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1853,eq:lower-center-fold,theorem,\statusproved\ Two lower-parameter sheets,Continuous upper and lower parameter inverses,"Gaussian, multinomial, and parameter inverses / Continuous upper and lower parameter inverses / Lower-parameter inversion and the central fold",yes,,not applicable,,,The continuously interpolated lower-parameter Gaussian sheets were not retained as a standalone assertion.
inverse_q_analogs_extended_report:unlabelled-researchproblem-002,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1923,,researchproblem,,Continuous upper and lower parameter inverses,"Gaussian, multinomial, and parameter inverses / Continuous upper and lower parameter inverses / A dilogarithmic double-scaling inverse",no,,not applicable,,,This three-limit uniform asymptotic request is a research program rather than a definite retained assertion.
inverse_q_analogs_extended_report:unlabelled-conjecture-003,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,1992,,conjecture,\statusconjectural\ Inverse cumulant universality,Multinomials and broader positive \texorpdfstring{\(q\),"Gaussian, multinomial, and parameter inverses / Multinomials and broader positive \texorpdfstring{\(q\) / Coefficient distributions and asymptotic inverse universality",no,,not applicable,,,"Retired as under-specified: the family class, scaling, target window, limiting saddle, and uniformity topology were not fixed."
inverse_q_analogs_extended_report:eq:qgamma-minimum-inverse,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2209,eq:qgamma-minimum-inverse,theorem,\statusproved\ Real branch count for inverse \(q\)-gamma,Inverse \texorpdfstring{\(q\),Other \texorpdfstring{\(q\) / Inverse \texorpdfstring{\(q\) / Inverting \texorpdfstring{\(\Gamma_q\),yes,thm:qs-qgamma-minimum,human-proved frontier result,,,Retained as the complete real inverse branch count and square-root merger at the unique minimum.
inverse_q_analogs_extended_report:eq:qbeta-critical-forward,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2418,eq:qbeta-critical-forward,theorem,\statusproved\ Critical curve for inverse \(q\)-beta,Inverse \texorpdfstring{\(q\),Other \texorpdfstring{\(q\) / Inverse \texorpdfstring{\(q\) / Base inversion near \texorpdfstring{\(q=1\),yes,thm:qs-qbeta,human-proved frontier result,,,Retained with the coefficient simplified on xy=1 and the unique constant exception isolated.
