source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
Inverse_and_Sampling_Frontiers:p3:thm:base-b,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5982,p3:thm:base-b,theorem,Base-$b$ self-sampling,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Base-$b$ and multidimensional extensions / Integer dilation bases",yes,,,,,
Inverse_and_Sampling_Frontiers:p3:cor:tensor-cubature,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6010,p3:cor:tensor-cubature,corollary,Positive tensor cubature,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Base-$b$ and multidimensional extensions / Tensor-product cubature",no,,,,,
Inverse_and_Sampling_Frontiers:p3:conj:next-defect-sign,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6095,p3:conj:next-defect-sign,conjecture,Exact phase-adapted precision and sign,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / The next alias layer",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:higher-phase-gains,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6120,p3:prob:higher-phase-gains,problem,All higher phase gains,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / The next alias layer",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:hybrid-filter,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6131,p3:prob:hybrid-filter,problem,Hybrid DFT--Gaussian-$q$ filter,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Optimal phase and scale filters",no,,,,,
Inverse_and_Sampling_Frontiers:p3:conj:positive-extremality,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6143,p3:conj:positive-extremality,conjecture,Positive extremality,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Optimal phase and scale filters",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:weight-valuations,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6152,p3:prob:weight-valuations,problem,Exact valuations of self-sampling weights,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Denominators and arithmetic geometry",no,,,,,
Inverse_and_Sampling_Frontiers:p3:conj:primitive-rules,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6168,p3:conj:primitive-rules,conjecture,Primitive normalized phase rules,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Denominators and arithmetic geometry",no,,,,,
Inverse_and_Sampling_Frontiers:p3:conj:Appell-root-staircase,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6175,p3:conj:Appell-root-staircase,conjecture,Unbounded nonreal root count,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Rvachev--Appell zero geometry",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:Appell-spectral-asymptotic,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6182,p3:prob:Appell-spectral-asymptotic,problem,A spectral asymptotic for $\Acal_n$,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Rvachev--Appell zero geometry",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:Lambert-sum-rules,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6195,p3:prob:Lambert-sum-rules,problem,Exact quadrature constraints on the periodic endpoint factor,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Lambert endpoint sum rules",no,,,,,
Inverse_and_Sampling_Frontiers:p3:conj:quantile-phase-locking,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6202,p3:conj:quantile-phase-locking,conjecture,Phase locking of extreme quantile nodes,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Lambert endpoint sum rules",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:base-b-signs,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6211,p3:prob:base-b-signs,problem,Base-$b$ spectral signs,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:sparse-grid,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6216,p3:prob:sparse-grid,problem,Sparse-grid Rvachev cubature,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,,,,,
Inverse_and_Sampling_Frontiers:p3:prob:nonproduct-laws,Inverse_and_Sampling_Frontiers,Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6221,p3:prob:nonproduct-laws,problem,Nonproduct Rvachev laws,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,,,,,
Inverse_Endpoint_All_Orders:thm:all-orders,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,413,thm:all-orders,theorem,All-orders inverse endpoint expansion,,Imported inputs and the two-scale inverse problem / The two-scale problem,yes,,,,,
Inverse_Endpoint_All_Orders:thm:diagonal,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,469,thm:diagonal,theorem,Diagonal coefficient formulas,,"The diagonal Lagrange--B\""urmann calculus",yes,,,,,
Inverse_Endpoint_All_Orders:thm:direct-gn,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,518,thm:direct-gn,theorem,Direct partial-Bell formula for $g_n$,,"The diagonal Lagrange--B\""urmann calculus",yes,,,,,
Inverse_Endpoint_All_Orders:alg:generation,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,545,alg:generation,algorithm,Arbitrary-order symbolic generation,,"The diagonal Lagrange--B\""urmann calculus",no,,,,,
Inverse_Endpoint_All_Orders:thm:third-order,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,564,thm:third-order,theorem,Closed third-order coefficients,,The explicit third correction,yes,,,,,
Inverse_Endpoint_All_Orders:thm:top-log,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,638,thm:top-log,theorem,Degree and top-log laws,,Structure laws / Logarithmic degrees and top logarithms,yes,,,,,
Inverse_Endpoint_All_Orders:cor:subleading,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,694,cor:subleading,corollary,First subleading multiplicative logarithm,,Structure laws / Logarithmic degrees and top logarithms,no,,,,,
Inverse_Endpoint_All_Orders:thm:inverse-topjet,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,717,thm:inverse-topjet,theorem,Inverse top-jet law,,Structure laws / Transfer of the newest periodic derivative,yes,,,,,
Inverse_Endpoint_All_Orders:prop:convolutions,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,756,prop:convolutions,proposition,Finite Gamma--zeta convolutions,,Fourier-mode algebra and the analyticity strip,no,,,,,
Inverse_Endpoint_All_Orders:prop:strip,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,772,prop:strip,proposition,Common strip,,Fourier-mode algebra and the analyticity strip,no,,,,,
Inverse_Endpoint_All_Orders:thm:phase-locked,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,795,thm:phase-locked,theorem,Phase-locked endpoint sequences,,Phase locking and coefficient tomography,no,,,,,
Inverse_Endpoint_All_Orders:thm:elasticity,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,844,thm:elasticity,theorem,All-orders elasticity,,Elasticity and every inverse derivative,yes,,,,,
Inverse_Endpoint_All_Orders:thm:derivative-hierarchy,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,878,thm:derivative-hierarchy,theorem,Derivative hierarchy and the universal two-term law,,Elasticity and every inverse derivative,yes,,,,,
Inverse_Endpoint_All_Orders:prop:carrier-equation,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,947,prop:carrier-equation,proposition,Carrier equation,,A log-free resummation: the Wright-omega carrier / The carrier,yes,,,,,
Inverse_Endpoint_All_Orders:unlabelled-definition-001,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,970,,definition,W-resummed carrier,,A log-free resummation: the Wright-omega carrier / The carrier,no,,,,,
Inverse_Endpoint_All_Orders:thm:W-all-orders,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,992,thm:W-all-orders,theorem,"Log-free all-orders expansion, with an extra order",,A log-free resummation: the Wright-omega carrier / The carrier,no,,,,,
Inverse_Endpoint_All_Orders:thm:bare-skeleton,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1084,thm:bare-skeleton,theorem,Convergent bare skeleton,,A log-free resummation: the Wright-omega carrier / The inversion is not the source of divergence,yes,,,,,
Inverse_Endpoint_All_Orders:thm:gevrey-transfer,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1114,thm:gevrey-transfer,theorem,Conditional Gevrey-one transfer,,A log-free resummation: the Wright-omega carrier / The inversion is not the source of divergence,no,,,,,
Inverse_Endpoint_All_Orders:thm:Cn,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1251,thm:Cn,theorem,Constrained-partition formula,,The forward saddle engine: constrained partition sums,yes,,,,,
Inverse_Endpoint_All_Orders:thm:K-decomposition,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1373,thm:K-decomposition,theorem,Exact quadratic--periodic--dyadic decomposition,,The exact \texorpdfstring{$2$ / The decomposition and the dyadic Bose tail,yes,,,,,
Inverse_Endpoint_All_Orders:thm:B-2adic,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1398,thm:B-2adic,theorem,Exact $2$-adic coefficients,,The exact \texorpdfstring{$2$ / The decomposition and the dyadic Bose tail,yes,,,,,
Inverse_Endpoint_All_Orders:thm:mellin-bridge,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1440,thm:mellin-bridge,theorem,Mellin bridge,,"The exact \texorpdfstring{$2$ / One Mellin kernel, two asymptotic ends",yes,,,,,
Inverse_Endpoint_All_Orders:cor:saddle-map,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1489,cor:saddle-map,corollary,Exact $2$-adic saddle map,,The exact \texorpdfstring{$2$ / Exact saddle map and ultraflat jets,no,,,,,
Inverse_Endpoint_All_Orders:conj:gevrey,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1646,conj:gevrey,conjecture,Gevrey-one growth,,Conjectures and frontier directions,no,,,,,
Inverse_Endpoint_All_Orders:conj:optimal-truncation,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1657,conj:optimal-truncation,conjecture,Optimal truncation,,Conjectures and frontier directions,no,,,,,
Inverse_Endpoint_All_Orders:conj:strip-sharp,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1666,conj:strip-sharp,conjecture,Sharp strip inheritance,,Conjectures and frontier directions,no,,,,,
Inverse_Endpoint_All_Orders:conj:nonconstant-phase,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1673,conj:nonconstant-phase,conjecture,Nonconstant phase at every order,,Conjectures and frontier directions,no,,,,,
Inverse_Endpoint_All_Orders:conj:transseries,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1686,conj:transseries,conjecture,Two-level exponentially improved transseries,,Conjectures and frontier directions,no,,,,,
Inverse_Endpoint_All_Orders:conj:universal-class,Inverse_Endpoint_All_Orders,Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,1702,conj:universal-class,conjecture,Universal diagonal inversion class,,Conjectures and frontier directions,no,,,,,
Inverse_Fabius_Computability_Report:thm:main,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,254,thm:main,theorem,Computability of the inverse Fabius function,,Main result and proof architecture / The theorem in one statement,no,,,,,
Inverse_Fabius_Computability_Report:def:sequential,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,466,def:sequential,definition,Sequential computability,,Computable-analysis definitions / Fast names and computable sequences,no,,,,,
Inverse_Fabius_Computability_Report:def:euc,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,479,def:euc,definition,Effective uniform continuity,,Computable-analysis definitions / The reciprocal uniform-continuity convention,no,,,,,
Inverse_Fabius_Computability_Report:def:computable-function,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,502,def:computable-function,definition,Computable real function,,Computable-analysis definitions / The reciprocal uniform-continuity convention,no,,,,,
Inverse_Fabius_Computability_Report:prop:finite-cdf,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,559,prop:finite-cdf,proposition,Finite Thue--Morse CDF,,"Probability, Fourier structure, and the forward function / Finite sums and their exact CDFs",yes,,,,,
Inverse_Fabius_Computability_Report:lem:density-bound,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,613,lem:density-bound,lemma,Uniform density bound,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,,,,,
Inverse_Fabius_Computability_Report:thm:centered-error,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,625,thm:centered-error,theorem,Certified centered approximation,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,,,,,
Inverse_Fabius_Computability_Report:cor:F-computable,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,648,cor:F-computable,corollary,Self-contained computability of $F$,,"Probability, Fourier structure, and the forward function / Centered finite splines and a uniform certificate",yes,,,,,
Inverse_Fabius_Computability_Report:lem:box-event,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,680,lem:box-event,lemma,Dyadic endpoint box event,,"Effective positivity, strict increase, and the density shape / A closed positive lower bound at dyadic points",yes,,,,,
Inverse_Fabius_Computability_Report:prop:strict-increase,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,790,prop:strict-increase,proposition,Strict increase,,"Effective positivity, strict increase, and the density shape / Strict monotonicity from the random series",yes,,,,,
Inverse_Fabius_Computability_Report:prop:density-shape,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,827,prop:density-shape,proposition,Shape of the Fabius density,,"Effective positivity, strict increase, and the density shape / Symmetric strict unimodality",yes,,,,,
Inverse_Fabius_Computability_Report:thm:least-mass,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,881,thm:least-mass,theorem,Strict interval-mass shape and exact minimizers,,The least-mass interval and the exact inverse modulus / Intervals of a prescribed geometric length,yes,,,,,
Inverse_Fabius_Computability_Report:cor:global-increment-shape,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,951,cor:global-increment-shape,corollary,Global increment shape and constrained superadditivity,,The least-mass interval and the exact inverse modulus / Intervals of a prescribed geometric length,yes,,,,,
Inverse_Fabius_Computability_Report:thm:exact-inverse-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1012,thm:exact-inverse-modulus,theorem,Exact modulus of the inverse,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,,,,,
Inverse_Fabius_Computability_Report:cor:effective-injectivity,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1116,cor:effective-injectivity,corollary,Effective-injectivity form,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,,,,,
Inverse_Fabius_Computability_Report:thm:exact-strict-threshold,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1148,thm:exact-strict-threshold,theorem,Exact strict threshold,,The least-mass interval and the exact inverse modulus / The inverse's modulus is the inverse itself,yes,,,,,
Inverse_Fabius_Computability_Report:thm:closed-dyadic-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1188,thm:closed-dyadic-modulus,theorem,Closed dyadic modulus,,Effective uniform continuity / A closed primitive-recursive modulus,yes,,,,,
Inverse_Fabius_Computability_Report:thm:reciprocal-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1233,thm:reciprocal-modulus,theorem,Reciprocal modulus required by the definition,,Effective uniform continuity / A closed primitive-recursive modulus,yes,,,,,
Inverse_Fabius_Computability_Report:prop:exact-dyadic-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1304,prop:exact-dyadic-modulus,proposition,Repository-native exact-dyadic modulus,,Effective uniform continuity / The exact-dyadic repository modulus,yes,,,,,
Inverse_Fabius_Computability_Report:def:mu,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1389,def:mu,definition,Optimal binary modulus index,,Effective uniform continuity / Binary conditioning is quadratic,no,,,,,
Inverse_Fabius_Computability_Report:lem:flatness-upper,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1407,lem:flatness-upper,lemma,Elementary flatness upper bound,,Effective uniform continuity / Binary conditioning is quadratic,yes,,,,,
Inverse_Fabius_Computability_Report:thm:mu-asymptotic,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1437,thm:mu-asymptotic,theorem,Asymptotically sharp input-bit requirement,,Effective uniform continuity / Binary conditioning is quadratic,yes,,,,,
Inverse_Fabius_Computability_Report:cor:d-growth,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1477,cor:d-growth,corollary,Growth of the reciprocal modulus,,Effective uniform continuity / Binary conditioning is quadratic,yes,,,,,
Inverse_Fabius_Computability_Report:alg:tolerant-bisection,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1524,alg:tolerant-bisection,algorithm,Tolerant certified bisection,,Sequential computability by tolerant bisection / The algorithm on a computable sequence,no,,,,,
Inverse_Fabius_Computability_Report:lem:difference-certificate,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1563,lem:difference-certificate,lemma,Difference certificate,,Sequential computability by tolerant bisection / Correctness of every branch,yes,,,,,
Inverse_Fabius_Computability_Report:lem:safe-updates,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1577,lem:safe-updates,lemma,Safe left/right updates,,Sequential computability by tolerant bisection / Correctness of every branch,yes,,,,,
Inverse_Fabius_Computability_Report:lem:near-branch,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1594,lem:near-branch,lemma,The inconclusive branch is a success branch,,Sequential computability by tolerant bisection / Correctness of every branch,yes,,,,,
Inverse_Fabius_Computability_Report:thm:bisection-correct,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1615,thm:bisection-correct,theorem,Correctness and uniformity of tolerant bisection,,Sequential computability by tolerant bisection / Correctness of every branch,yes,,,,,
Inverse_Fabius_Computability_Report:cor:G-sequential,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1635,cor:G-sequential,corollary,Sequential computability on the unit interval,,Sequential computability by tolerant bisection / Correctness of every branch,yes,,,,,
Inverse_Fabius_Computability_Report:lem:clamp-computable,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1648,lem:clamp-computable,lemma,Computability of clamping,,Sequential computability by tolerant bisection / Clamping and the totalized inverse,yes,,,,,
Inverse_Fabius_Computability_Report:cor:GT-sequential,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1660,cor:GT-sequential,corollary,Sequential computability of the totalized inverse,,Sequential computability by tolerant bisection / Clamping and the totalized inverse,yes,,,,,
Inverse_Fabius_Computability_Report:thm:abstract-inversion,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1685,thm:abstract-inversion,theorem,Effective inversion on a computable compact interval,,Sequential computability by tolerant bisection / An abstract inverse-computability principle,yes,,,,,
Inverse_Fabius_Computability_Report:thm:no-holder,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1724,thm:no-holder,theorem,"No positive H\""older exponent at the endpoints",,"Analytic consequences of the exact modulus / Uniform continuity without any H\""older exponent",yes,,,,,
Inverse_Fabius_Computability_Report:cor:sub-holder,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1752,cor:sub-holder,corollary,"The exact modulus is sub-H\""older",,"Analytic consequences of the exact modulus / Uniform continuity without any H\""older exponent",yes,,,,,
Inverse_Fabius_Computability_Report:cor:sharp-asymptotic-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,1817,cor:sharp-asymptotic-modulus,corollary,Paper-level transfer of the frontier inverse expansion,,Analytic consequences of the exact modulus / Endpoint asymptotics become modulus asymptotics,yes,,,,,
Inverse_Fabius_Computability_Report:unlabelled-problem-001,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2459,,problem,Near-optimal certified evaluation,,"Further deductions, conjectures, and research directions / A certified practical inverse evaluator",no,,,,,
Inverse_Fabius_Computability_Report:conj:integer-modulus,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2481,conj:integer-modulus,conjecture,Nontrivial fluctuation of the optimal integer modulus,,"Further deductions, conjectures, and research directions / Sharp integer moduli and the log-periodic phase",no,,,,,
Inverse_Fabius_Computability_Report:unlabelled-problem-002,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2510,,problem,Uniform computability across the base,,"Further deductions, conjectures, and research directions / Base-\texorpdfstring{$b$",no,,,,,
Inverse_Fabius_Computability_Report:unlabelled-problem-003,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2551,,problem,Atomic transport computability,,"Further deductions, conjectures, and research directions / Higher-dimensional monotone transport",no,,,,,
Inverse_Fabius_Computability_Report:unlabelled-problem-004,Inverse_Fabius_Computability_Report,Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,2567,,problem,Computable branch atlas,,"Further deductions, conjectures, and research directions / Branchwise inversion of the signed global extension",no,,,,,
